pair_id,candidate_a,candidate_b,rank_a,rank_b,score_a,score_b,delta_score,delta_corr,delta_psr,delta_context128,delta_context_combined,delta_neigh,delta_gradient,delta_phase,delta_center,delta_family,label
pair_004,GT,Rank_3,26,3,0.0073734514711256,0.49134249054923884,-0.48396903907811323,-0.08758819103240967,0,-0.10566966496109331,0.06326461851593645,-0.0061364739667624235,-0.180411696434021,0.1162132317597294,-78.79562418179768,0.0,1
pair_004,GT,Rank_4,26,4,0.0073734514711256,0.3566147850132696,-0.349241333542144,-0.0867236852645874,0,-0.10216568377341562,0.07302008050001996,-0.11034251074306672,-0.15962785482406616,0.1162132317597294,-136.79202710603852,0.0,1
pair_004,GT,Rank_5,26,5,0.0073734514711256,0.3272489412096908,-0.31987548973856517,-0.0701972246170044,0,-0.08000098443876502,0.11384212377257774,-0.02676946739666161,-0.12432068586349487,0.07871323175972941,-70.77294174630202,0.0,1
pair_004,GT,Rank_6,26,6,0.0073734514711256,0.3002872505092355,-0.2929137990381099,-0.0014429092407226562,0,0.013055035482811506,0.11654391923400664,-0.011146951699629398,-0.013947278261184692,0.1162132317597294,-36.8384077701313,0.0,1
pair_004,GT,Rank_7,26,7,0.0073734514711256,0.2970315727208956,-0.28965812124977,-0.08601570129394531,0,-0.1017149780691039,0.08856778526090514,-0.031082705361768603,-0.155595600605011,0.07871323175972941,-52.79202710603852,0.0,1
pair_004,GT,Rank_8,26,8,0.0073734514711256,0.2571607450962374,-0.24978729362511176,-0.08284878730773926,0,-0.09482553377697833,0.005059334651255187,-0.017549891723319916,-0.1823466420173645,0.1162132317597294,11.834426404170188,0.0,1
pair_004,GT,Rank_9,26,9,0.0073734514711256,0.22023022133566772,-0.2128567698645421,-0.009865045547485352,0,-0.003570101709655882,0.21614972946183775,-0.02074865368194881,-0.0372222363948822,0.07871323175972941,-30.87989677044554,0.0,1
pair_004,GT,Rank_10,26,10,0.0073734514711256,0.14856545386580025,-0.14119200239467466,-0.07999157905578613,0,-0.09192961797294708,0.0256051499462826,-0.026945973513647914,-0.14568930864334106,0.07871323175972941,-19.854502711030904,0.0,1
pair_004,GT,Rank_11,26,11,0.0073734514711256,0.0837135510753278,-0.0763400996042022,-0.06603097915649414,0,-0.06520419722290227,0.10989408923983501,-0.0336759842466563,-0.1698644757270813,0.1162132317597294,-42.83570716454574,0.0,1
pair_004,GT,Rank_12,26,12,0.0073734514711256,0.05194071713897573,-0.04456726566785013,-0.034648239612579346,0,-0.034845980317773195,0.09182826820642531,-0.016034827334806323,-0.05645295977592468,0.1162132317597294,-76.72996925502804,0.0,1
pair_004,GT,Rank_13,26,13,0.0073734514711256,0.050016769798160526,-0.042643318327034926,-0.05992293357849121,0,-0.07287499269277653,0.14660852602093166,-0.0218467998784036,-0.08064502477645874,0.1162132317597294,-66.80777416127572,0.0,1
pair_004,GT,Rank_14,26,14,0.0073734514711256,0.045643311442881904,-0.038269859971756304,-0.06142401695251465,0,-0.07023204152171536,0.04464138181765587,-0.020362754119560122,-0.09101253747940063,0.1162132317597294,-40.76727159695322,0.0,1
