pair_id,set_type,gt_rank,gt_score,winner_score,gt_minus_winner,gt_minus_top2,gt_minus_top5,gt_minus_top10,gt_minus_top20,winner_minus_gt
pair_089,SetB,1,0.9071246016721268,0.9071246016721268,0.0,0.2687607195688346,0.7432839367878363,0.8923623007578236,0.9018354085712033,0.0
pair_090,SetB,1,0.8747887556549195,0.8747887556549195,0.0,0.20600788243294166,0.5493003610493554,0.7403948285335145,0.829524502940254,0.0
pair_092,SetB,1,0.9094843556245098,0.9094843556245098,0.0,0.3619545327050132,0.6666692397070217,0.8064215432984343,0.8803177169742843,0.0
pair_093,SetB,2,0.9010054864032583,0.9106290040794967,-0.009623517676238369,0.0,0.054972925447905,0.7203358973952372,0.8632088946690288,0.009623517676238369
pair_095,SetB,1,0.6368773748596401,0.6368773748596401,0.0,0.04986640808978493,0.422165018576758,0.5824061756026602,0.6248609016589143,0.0
pair_096,SetB,72,0.0022794883287936504,0.8817033400147593,-0.8794238516859656,-0.7057890706304416,-0.4188208812186623,-0.09330955818329746,-0.027846728179703007,0.8794238516859656
pair_097,SetB,9,0.032963889474893565,0.1663857092240492,-0.13342181974915562,-0.0910488527897732,-0.03258607178524324,0.001699916670419431,0.023878010996287825,0.13342181974915562
pair_098,SetB,9,0.08000489319411802,0.8323856895667456,-0.7523807963726277,-0.7071280628203975,-0.2263701497039058,0.0202794503305768,0.06208320229757966,0.7523807963726277
pair_099,SetB,2,0.5333843380909321,0.6746987586517531,-0.141314420560821,0.0,0.22525213111456804,0.3041250743303001,0.4112668180047979,0.141314420560821
pair_100,SetB,4,0.7748952534538739,0.8953471058910994,-0.12045185243722556,-0.0928871354270272,0.15354916532575158,0.6019210232831779,0.7136855125961805,0.12045185243722556
pair_101,SetB,6,0.5442598177610645,0.9441203569607879,-0.3998605391997234,-0.3255440588393608,-0.15526004955937567,0.30790301029264466,0.5139300830486921,0.3998605391997234
pair_103,SetB,1,0.8026204388292639,0.8026204388292639,0.0,0.18067192918140962,0.7256222769605927,0.7890316144209816,0.7983920035335914,0.0
pair_105,SetB,1,0.9146344143057649,0.9146344143057649,0.0,0.27371299144802863,0.7810179043980267,0.8385906334592991,0.8966662500628997,0.0
pair_106,SetB,6,0.7399081468231303,0.8826834735824352,-0.14277532675930482,-0.14226915883655644,-0.018191155966627126,0.3837476110030522,0.6745276334671915,0.14277532675930482
