peak_x,peak_y,cx,cy,corr_score,fft_gradient_score,peak_margin,psr,context_32,context_64,context_128,context_score,phase_dx,phase_dy,phase_residual,phase_penalty,template_residual,center_prior,score_combined,pace_score,family_id,family_population,family_score_variance,nearest_edge_dist,nearest_cut_dist,row_spacing,col_spacing,local_density,rank_score,pair_id,set,gt_found,total_candidates
473,528,523.0,578.0,0.7138866782188416,0.34293439984321594,0.7138866782188416,2.3092403411865234,0.7434990722583015,0.7186431348321652,0.6939679053355472,0.7137442305187454,1.0,-1.0,0.05950315296649933,0.05,2436.167724609375,81.32035415564789,0.6638154543687934,0.0,0,49,2.2915724663944655e-05,1.0,5.0,2.0,11.0,144.235107421875,0.5051871909810381,B_13,B_DEGRADED,1,50
419,414,469.0,464.0,0.6674952507019043,0.33698639273643494,0.0005768537521362305,1.8892186880111694,0.6764414235593397,0.649993989467523,0.6289458237703537,0.6468642100070185,3.0,-1.0,0.046779830008745193,0.09358541225631423,2592.572021484375,47.50789408087881,0.5635943180981472,0.0,0,50,6.907491319014413e-05,0.0,7.810249675906654,6.0,2.0,140.93603515625,0.4640733066944839,B_14,B_DEGRADED,1,50
512,353,562.0,403.0,0.6937715411186218,0.34419628977775574,1.0073184967041016e-05,2.2835562229156494,0.5579085539160076,0.6588636151265673,0.6390720504038525,0.6307559769953694,0.0,-1.0,0.04577561095356941,0.05,2655.05810546875,115.12167476196652,0.6122637590569956,0.0,0,50,1.7683661322804766e-05,1.4142135623730951,2.0,159.0,12.0,144.4345703125,0.47111556935099275,B_15,B_DEGRADED,1,50
326,240,376.0,290.0,0.7748806476593018,0.4506649971008301,0.007143259048461914,3.3924202919006348,0.7747589734785468,0.7536587837773846,0.7429934881748342,0.7536127034765969,0.0,0.0,0.1113223135471344,0.05,2115.001708984375,243.87701818744628,0.7142466755679493,0.0,0,50,0.001651239012265826,1.0,5.0990195135927845,2.0,2.0,161.6650390625,0.5434428564929517,B_16,B_DEGRADED,1,50
347,263,397.0,313.0,0.7256715297698975,0.35112252831459045,0.0006174445152282715,2.836474895477295,0.6581606174920068,0.7159437523944532,0.6947108840461643,0.6958939780746485,-1.0,0.0,0.048950403928756714,0.05,2372.6015625,213.49004660639335,0.6607827539222729,0.0,0,50,0.0011732662458333622,0.0,1.0,2.0,2.0,140.402099609375,0.4943060176456663,B_17,B_DEGRADED,1,50
431,191,481.0,241.0,0.7209110856056213,0.3426063060760498,0.00028133392333984375,2.562955617904663,0.6278825148286014,0.679549326624171,0.6595781460121295,0.6612274920202406,-3.0,-1.0,0.05653523653745651,0.09358541225631423,2286.849365234375,259.6959760951255,0.5974838765566167,0.0,0,50,3.171170500053222e-05,0.0,3.1622776601683795,3.0,2.0,146.42724609375,0.4773809968713454,B_18,B_DEGRADED,1,50
400,397,450.0,447.0,0.708519697189331,0.4174189567565918,0.0013432502746582031,1.9679416418075562,0.5771804492987671,0.5845054602848291,0.5659920108610207,0.5756350783180934,0.0,1.0,0.07333116233348846,0.05,2513.86083984375,72.86288492778748,0.5920773877537122,0.0,0,50,2.2941034750358826e-05,0.0,5.830951894845301,6.0,0.0,144.03369140625,0.4625515847676831,B_19,B_DEGRADED,1,50
381,635,431.0,685.0,0.7246859669685364,0.43356868624687195,0.0011176466941833496,2.421205759048462,0.6230507823743935,0.7092080742397636,0.6828214634312342,0.6814219715432779,0.0,0.0,0.08675756305456161,0.05,2414.018798828125,197.44872752185566,0.6530539692559071,0.0,0,50,1.7883084912553214e-05,2.0,1.0,3.0,0.0,143.281494140625,0.5008064169998012,B_2,B_DEGRADED,1,50
328,282,378.0,332.0,0.6859093904495239,0.31071287393569946,0.0002803206443786621,2.2137436866760254,0.7242525307399914,0.668295092785979,0.6250190783534749,0.66217617460378,1.0,0.0,0.05114942416548729,0.05,2739.360595703125,207.62466134830902,0.6240427825266519,0.0,1,3,3.6596597310120965e-06,1.0,3.605551275463989,0.0,13.0,148.652099609375,0.4851453235100667,B_20,B_DEGRADED,1,50
329,606,379.0,656.0,0.7289952039718628,0.37288373708724976,0.0017718076705932617,3.041835308074951,0.6768741674073441,0.6712130426142567,0.6464594111661863,0.662443814993646,0.0,0.0,0.09083941578865051,0.05,2323.747314453125,197.4259354796122,0.6457195094827544,0.0,0,50,0.001155974235915137,1.0,9.055385138137417,2.0,2.0,152.314697265625,0.4908261358961117,B_21,B_DEGRADED,1,50
