pair_id,candidate_rank,gt_x,gt_y,pred_x,pred_y,loc_error,status,score_original,score_normalized,score_highpass,score_gradient,score_blur,score_sharp,score_mean,score_std,rank_original,rank_normalized,rank_highpass,rank_gradient,rank_blur,rank_sharp,rank_std,x_shift,y_shift,coordinate_std,winner_frequency,representation_agreement
pair_039,1,414.3196668371812,445.5629858295304,576.0,456.0,162.01685528498157,WRONG,0.07586490362882614,0.07586568593978882,0.10330227017402649,0.06653735041618347,0.07817212492227554,0.07337893545627594,0.07885354508956273,0.011530566433392352,141,141,70,96,143,140,28.480500151663225,12.0,11.166666666666666,2.266911751455907,0.0,0
pair_040,1,630.593738588206,591.0880887782025,435.0,473.0,228.47692943971407,WRONG,-0.041135042905807495,-0.041135724633932114,0.01687460020184517,0.05775147303938866,-0.06727904081344604,-0.031947843730449677,-0.017811929807066917,0.04212633649176399,190,190,24,4,189,189,82.93370846646133,30.166666666666668,26.666666666666668,3.113590282044901,0.0,0
pair_041,1,377.178171218729,679.0484563009845,377.0,679.0,0.18464288854023617,SAFE,0.1366000771522522,0.1366000473499298,0.10084924101829529,0.1346285492181778,0.1514497697353363,0.12609224021434784,0.1310366541147232,0.015423073397950461,80,80,97,84,82,78,6.317963807008288,7.333333333333333,10.5,3.435921354681384,0.0,0
pair_042,1,668.4494920156358,568.0786817680777,399.5,555.5,269.2434817975936,WRONG,0.00568769546225667,0.005687754601240158,0.0571550615131855,0.05199888348579407,-0.0029464317485690117,0.009103653952479362,0.021114436211064458,0.023985852943938006,37,37,26,102,39,35,25.39028685672272,1.5,4.166666666666667,2.8771127502720115,0.0,0
pair_043,1,564.7977986922531,533.8204042709664,404.5,534.5,160.29923928683198,WRONG,0.12991145253181458,0.1299123764038086,0.17825709283351898,0.11485687643289566,0.13643820583820343,0.12452983856201172,0.13565097376704216,0.02015708664522286,22,22,49,43,23,21,11.460075625114056,6.666666666666667,4.5,1.863389981249825,0.0,0
pair_044,1,488.5538592082335,610.1011136314564,486.0,540.0,70.14761812938373,WRONG,-0.03725681081414223,-0.03725440427660942,0.01477340143173933,0.029342813417315483,-0.06507875770330429,-0.02870475873351097,-0.020696419446418684,0.03251761545658605,133,133,110,55,136,134,29.02537204278736,33.166666666666664,28.833333333333332,2.3687784005919825,0.0,0
pair_045,1,375.918386738488,572.8570018542118,512.5,584.5,137.0769728544516,WRONG,-0.026708733290433884,-0.0267099067568779,0.10927125811576843,0.1031530499458313,-0.04011275991797447,-0.020120687782764435,0.01646203671892484,0.06376443468442768,128,128,118,53,132,125,27.610384519838426,19.666666666666668,15.0,2.1730674684008826,0.0,0
pair_046,1,443.0353460101062,368.1839792604088,466.5,538.5,171.9248001523756,WRONG,-0.019719397649168968,-0.019720613956451416,0.015497811138629913,0.0021868448238819838,-0.034013520926237106,-0.015355746261775494,-0.011854103805186847,0.016188069607731427,155,155,57,186,155,155,40.449213699266004,28.833333333333332,24.0,1.863389981249825,0.0,0
pair_047,1,500.265199440106,488.8036102103926,500.0,489.0,0.32999953408237004,SAFE,0.12591734528541565,0.12591737508773804,0.09747463464736938,0.08764611929655075,0.13570401072502136,0.1191825270652771,0.11530700201789539,0.017026130987831095,66,66,32,185,69,64,48.47221426297292,6.0,4.0,1.4142135623730951,0.0,0
pair_048,1,372.2592562218046,453.5909777894977,374.0,416.0,37.63126094182647,WRONG,0.03176381438970566,0.031765393912792206,0.022511783987283707,0.01454025786370039,0.054487165063619614,0.027142897248268127,0.030368552077561617,0.012303617137697703,27,27,38,184,35,27,57.25867231743638,25.5,26.166666666666668,1.4907119849998596,0.0,0
