pair_id,set_type,gt_found,anchor_err,anchor_ok,a_big,a_grad,a_rout,a_fall,a_lminl,a_lmrms,a_g,gt_rank,g_big,g_grad,g_rout,g_fall,g_lminl,g_lmrms,g_g,g_minus_a
pair_101,SetB,1,153.57932589781583,0,0.21921496093273163,0.13815663754940033,0.16648708283901215,0.45093680918216705,5,7.404953297174354,0.7673059885414075,6.0,0.20557761192321777,0.08160541206598282,0.15022704005241394,0.47426143288612366,3.0,7.176350047203662,0.2708960883313673,-0.4964099002100402
pair_102,SetB,1,297.97399828406975,0,0.24727456271648407,0.07355035841464996,0.23485799133777618,0.27483998239040375,0,9.055385138137417,0.2690022224690045,,,,,,,,,
pair_103,SetB,1,0.22131568973202154,1,0.21756859123706818,0.14635606110095978,0.14245019853115082,0.5813337117433548,3,8.117881497040962,0.20194985984434605,,,,,,,,,
pair_104,SetB,1,180.25618817036099,0,0.017356008291244507,0.0445079505443573,-0.016430020332336426,0.27511557936668396,1,6.224949798994366,-0.5217430328732626,,,,,,,,,
pair_105,SetB,1,0.21392838477795845,1,0.23168185353279114,0.10712424665689468,0.17350292205810547,0.561872661113739,4,7.511102892829166,0.43584089944333504,,,,,,,,,
pair_106,SetB,1,241.9531302544068,0,0.1650433987379074,0.046697948127985,0.14089085161685944,0.18505115807056427,0,9.460443964212251,0.017110759290645428,6.0,0.13339535892009735,0.03751897066831589,0.09312131255865097,0.21825618296861649,1.0,7.314369419163897,0.05094372664631455,0.033832967355669125
pair_107,SetB,1,47.753291139004624,0,-0.014336314052343369,0.052128080278635025,-0.0787566676735878,0.6802704110741615,0,8.118907972545733,-1.6411513491438916,18.0,0.02224256657063961,0.03928818553686142,-0.04031091555953026,0.6748388968408108,1.0,8.976822006330154,-1.3488045350890725,0.2923468140548191
pair_108,SetB,1,131.20451664421577,0,0.01937808468937874,0.007132434751838446,-0.014232381246984005,0.22997321095317602,0,25.0,-1.4738964111544193,,,,,,,,,
pair_109,SetB,1,0.49397388479569126,1,0.1710323989391327,0.057692207396030426,0.10805448144674301,0.5559599176049232,2,6.708203932499369,-0.20006483290443472,,,,,,,,,
pair_110,SetB,1,66.94834613131779,0,-0.048024989664554596,-0.03953244909644127,-0.08680163323879242,0.27864299714565277,0,10.142731387550397,-1.2445102774710102,,,,,,,,,
pair_111,SetB,1,0.5734421224396048,1,0.3614981174468994,0.2416730672121048,0.2936813235282898,0.5286824703216553,5,7.170541588099651,1.4162182582781382,,,,,,,,,
pair_112,SetB,1,84.54732679519662,0,0.28524839878082275,0.015561077743768692,0.27863651514053345,0.1946462094783783,1,9.160190549824327,0.6623646528720698,,,,,,,,,
pair_113,SetB,1,176.90041551834332,0,0.18808354437351227,0.149331197142601,0.15914826095104218,0.4743831306695938,4,7.393691004272944,0.48076215948358275,,,,,,,,,
pair_114,SetB,1,116.59179802423391,0,0.05514805018901825,0.017260415479540825,0.02981381118297577,0.258026584982872,0,6.164414002968976,-0.4953507098320473,4.0,0.11501830071210861,0.05922706052660942,0.09020211547613144,0.24530208855867386,2.0,4.538722287164087,0.26214527157488665,0.757495981406934
pair_115,SetB,1,228.85672026744567,0,0.22522448003292084,0.13881990313529968,0.1947878748178482,0.4850570410490036,3,6.013872850889571,0.4918680792024161,7.0,0.21772460639476776,0.21482057869434357,0.1938619166612625,0.51813904941082,3.0,6.096447052723961,0.4927161975726426,0.0008481183702265249
pair_116,SetB,1,27.20257175032674,0,0.1242494285106659,0.01774723269045353,0.09401243925094604,0.2227025032043457,0,7.886697661252142,-0.2249720358716542,10.0,0.13420243561267853,0.02805153653025627,0.1168145090341568,0.19963060319423676,1.0,8.836477427874375,0.008536189830555013,0.23350822570220922
pair_117,SetB,1,0.6213588652860915,1,0.3468996584415436,0.1699668914079666,0.33766672015190125,0.32315704226493835,5,7.274384280931732,1.659595037360857,,,,,,,,,
pair_118,SetB,1,107.74194138399838,0,0.054200153797864914,0.01558900810778141,0.038274191319942474,0.11700145155191422,0,25.0,-1.0893287178128959,,,,,,,,,
pair_119,SetB,1,195.07267008903628,0,0.15727916359901428,0.04315829649567604,0.11613935232162476,0.5564365983009338,4,11.216870411045223,-0.15557396533221912,,,,,,,,,
pair_120,SetB,1,61.29658769086473,0,0.12881171703338623,0.034423183649778366,0.11552596837282181,0.2006419226527214,2,7.416198487095663,0.22385493405106843,,,,,,,,,
pair_121,SetB,1,116.49740780739872,0,0.14554743468761444,0.17651942372322083,0.10657522827386856,0.519275389611721,2,9.075441386711523,-0.1562107965236273,,,,,,,,,
pair_122,SetB,1,10.102361303680372,0,0.14864394068717957,0.02728210762143135,0.1449221521615982,0.1700754016637802,0,9.255628917943215,-0.029629621699337916,3.0,0.1632867306470871,0.04169430583715439,0.15935370326042175,0.19991016387939453,0.0,8.5,0.036943501532077816,0.06657312323141573
