pair_id,set_type,d_th,cand_th,gt_err,score_A,score_B,score_C,score_D,score_E,score_interp_area,score_interp_cubic,score_interp_linear
pair_012,SetA,0.1499999999999999,4.05,0.19005444205362476,0.7756766080856323,0.6204107403755188,0.7290968656539916,0.698043704032898,0.6204107999801636,0.7290968656539916,0.6648024439811706,0.6712775588035583
pair_012,SetA,0.1999999999999999,4.1,0.24005444205362458,0.7712105512619019,0.6127844452857971,0.723682701587677,0.6919974684715271,0.6127843856811523,0.723682701587677,0.659945160150528,0.6664337396621703
pair_012,SetA,0.24999999999999983,4.1499999999999995,0.2900544420536244,0.7658454775810242,0.6035552024841309,0.7171583771705627,0.6847003102302551,0.6035551428794861,0.7171583771705627,0.6534671604633331,0.6600828170776367
pair_012,SetA,0.2999999999999999,4.2,0.3400544420536251,0.7595217823982239,0.5929036140441895,0.7095363318920135,0.6762126982212067,0.5929036140441895,0.7095363318920135,0.6469928801059722,0.6534386575222015
pair_013,SetA,-0.3,-1.3,0.2710704433040967,0.8201152086257935,0.6648314595222473,0.765507847070694,0.7291029393672943,0.6380906701087952,0.765507847070694,0.6663344502449036,0.6721116662025451
pair_013,SetA,-0.25,-1.25,0.22107044330409664,0.8211804032325745,0.6669173836708069,0.7668806910514832,0.7306808829307556,0.6401813626289368,0.7668806910514832,0.6675519704818725,0.6733755648136138
pair_013,SetA,-0.2,-1.2,0.1710704433040966,0.821983277797699,0.6688203811645508,0.7679875314235687,0.7319903671741486,0.6419974565505981,0.7679875314235687,0.6684005320072174,0.6742400407791138
pair_013,SetA,-0.15000000000000002,-1.15,0.12107044330409655,0.8226135969161987,0.6702823638916016,0.768931096792221,0.733142763376236,0.6436719298362732,0.768931096792221,0.6691676795482635,0.6749386489391327
pair_013,SetA,-0.10000000000000003,-1.1,0.07107044330409673,0.8230823874473572,0.6710913777351379,0.7696359038352966,0.7340049147605896,0.644927442073822,0.7696359038352966,0.6698616027832031,0.6755901277065277
pair_013,SetA,-0.050000000000000044,-1.05,0.021070443304096687,0.8233504891395569,0.6714349389076233,0.7701358914375305,0.7346594929695129,0.645968496799469,0.7701358914375305,0.6704125702381134,0.6759697616100311
pair_013,SetA,-5.551115123125783e-17,-1.0,0.028929556695903358,0.8234065175056458,0.6712080836296082,0.7703167855739592,0.7349236309528351,0.6464407444000244,0.7703167855739592,0.6705150365829468,0.6763036847114562
pair_013,SetA,0.04999999999999993,-0.9500000000000001,0.07892955669590329,0.8233658671379089,0.670861542224884,0.7704106032848357,0.7351070940494537,0.6468483209609985,0.7704106032848357,0.6703697741031647,0.6762360751628875
